CODIGO;Código Nuevo;NOMBRE;Región Codigo;Región Nombre;COMUNA;Nom. Comuna;SS Codigo;SS Nombre;Tipo de Establecimiento;Nivel de Atención;Nivel de Atención DEIS;Dependencia de Ejecución;Certificación;Hospital;Especialidad;ACTIVO;Vigente;Código Nuevo
33-528;133528;Posta de Salud Rural Punta Paula o Coldita;10;De Los Lagos;10208;Quellón;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133528
33-529;133529;Posta de Salud Rural Piedras Blancas;10;De Los Lagos;10208;Quellón;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133529
33-534;133534;Posta de Salud Rural de CONTUY;10;De Los Lagos;10207;Queilén;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133534
33-536;133536;Posta de Salud Rural Pureo;10;De Los Lagos;10207;Queilén;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133536
33-538;133538;Posta de Salud Rural Pulpito;10;De Los Lagos;10203;Chonchi;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133538
33-542;133542;Posta de Salud Rural Caulín;10;De Los Lagos;10202;Ancud;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133542
33-546;133546;Posta de Salud Rural Puchaurán;10;De Los Lagos;10205;Dalcahue;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133546
33-547;133547;Posta de Salud Rural Pid - Pid;10;De Los Lagos;10201;Castro;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133547
33-548;133548;Posta de Salud Rural Coinco;10;De Los Lagos;10208;Quellón;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133548
33-549;133549;Posta de Salud Rural Chadmo Central;10;De Los Lagos;10208;Quellón;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133549
33-550;133550;Posta de Salud Rural Auchac;10;De Los Lagos;10208;Quellón;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133550
33-551;133551;Posta de Salud Rural Yaldad;10;De Los Lagos;10208;Quellón;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133551
33-552;133552;Posta de Salud Rural Chaulinec La Villa;10;De Los Lagos;10210;Quinchao;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133552
33-553;133553;Posta de Salud Rural Natri;10;De Los Lagos;10203;Chonchi;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133553
33-554;133554;Posta de Salud Rural Curaco de Vilupulli;10;De Los Lagos;10203;Chonchi;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133554
33-555;133555;Posta de Salud Rural Nalhuitad;10;De Los Lagos;10203;Chonchi;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133555
33-556;133556;Posta de Salud Rural Cucao;10;De Los Lagos;10203;Chonchi;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133556
33-557;133557;Posta de Salud Rural Coipomo;10;De Los Lagos;10202;Ancud;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133557
33-558;133558;Posta de Salud Rural Inio;10;De Los Lagos;10208;Quellón;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133558
33-559;133559;Posta de Salud Rural Butalcura;10;De Los Lagos;10205;Dalcahue;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133559
33-560;133560;Posta de Salud Rural San José;10;De Los Lagos;10207;Queilén;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133560
33-561;133561;Posta de Salud Rural Chaullín;10;De Los Lagos;10208;Quellón;33;Chiloé;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;133561
33-011;133011;PRAIS (S.S Chiloé);10;De Los Lagos;10201;Castro;33;Chiloé;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;133011
33-200;133200;Vacunatorio Rosalía Muñoz;10;De Los Lagos;10202;Ancud;10;M. Occidente;Vacunatorio;No Aplica;No Aplica;Privado;No Autogestionado;NO;No Especialidad;SI;SI;133200
33-906;200442;Centro Comunitario de Salud Familiar Gamboa;10;De Los Lagos;10201;Castro;33;Chiloé;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI;200442
33-907;200449;Centro Comunitario de Salud Familiar Puntra Degañ;10;De Los Lagos;10202;Ancud;33;Chiloé;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI;200449
33-910;200493;Centro Comunitario de Salud Familiar Villa Aytue;10;De Los Lagos;10208;Quellón;33;Chiloé;0;Primario;Primario;Municipal;No Autogestionado;NO;;;SI;200493
18-700;118700;Centro Comunitario de Salud Familiar Copiulemu;8;Del Bíobío;08104;Florida;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118700
18-702;118702;Centro Comunitario de Salud Familiar Puerto Sur Isla Sta. María;8;Del Bíobío;08102;Coronel;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118702
18-704;118704;Centro Comunitario de Salud Familiar Colcura;8;Del Bíobío;08106;Lota;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118704
18-708;118708;Centro Comunitario de Salud Familiar Boca Sur;8;Del Bíobío;08108;San Pedro de la Paz;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118708
18-712;118712;Centro Comunitario de Salud Familiar Lagunillas;8;Del Bíobío;08102;Coronel;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118712
18-713;118713;Centro Comunitario de Salud Familiar Escuadrón;8;Del Bíobío;08102;Coronel;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118713
18-726;118726;Centro Comunitario de Salud Familiar Hualqui;8;Del Bíobío;08105;Hualqui;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118726
18-905;200369;Centro Comunitario de Salud Familiar Boca Sur Viejo;8;Del Bíobío;08108;San Pedro de la Paz;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200369
18-109;118109;Centro de Especialidades de Medicina Transfusional;8;Del Bíobío;08101;Concepción;18;Concepción;Consultorio de Diagnóstico y Tratamiento;Secundario;Secundario;Servicio de Salud;Autogestionado;NO;Atención de Especialidad;SI;SI;118109
18-301;118301;Centro de Salud Familiar Pinares;8;Del Bíobío;08103;Chiguayante;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI;118301
18-302;118302;Centro de Salud Familiar Boca Sur;8;Del Bíobío;08108;San Pedro de la Paz;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;118302
18-303;118303;Centro de Salud Familiar Pedro de Valdivia;8;Del Bíobío;08101;Concepción;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;118303
18-304;118304;Centro de Salud Familiar O'Higgins;8;Del Bíobío;08101;Concepción;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;118304
18-305;118305;Centro de Salud Familiar Víctor Manuel Fernández;8;Del Bíobío;08101;Concepción;18;Concepción;Consultorio General Urbano;Primario;Primario;Servicio de Salud;Autogestionado;NO;Atención de Especialidad;SI;SI;118305
18-306;118306;Centro de Salud Familiar Tucapel;8;Del Bíobío;08101;Concepción;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;118306
18-307;118307;Centro de Salud Familiar Chiguayante;8;Del Bíobío;08103;Chiguayante;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;118307
18-308;118308;Centro de Salud Familiar San Pedro de La Paz Candelaria;8;Del Bíobío;08108;San Pedro de la Paz;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118308
18-309;118309;Centro de Salud Familiar Lorenzo Arenas;8;Del Bíobío;08101;Concepción;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118309
18-310;118310;Centro de Salud Familiar Juan Soto Fernández;8;Del Bíobío;08101;Concepción;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118310
18-311;118311;Centro de Salud Familiar Carlos Pinto Fierro;8;Del Bíobío;08102;Coronel;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118311
18-312;118312;Centro de Salud Familiar Lagunillas;8;Del Bíobío;08102;Coronel;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118312
18-313;118313;Centro de Salud Familiar Yobilo;8;Del Bíobío;08102;Coronel;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118313
18-314;118314;Centro de Salud Familiar La Leonera;8;Del Bíobío;08103;Chiguayante;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118314
18-316;118316;Centro de Salud Familiar Dr. Sergio Lagos Olave (ex Nº 4 Lota Bajo);8;Del Bíobío;08106;Lota;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118316
18-317;118317;Centro de Salud Familiar Santa Sabina;8;Del Bíobío;08101;Concepción;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118317
18-318;118318;Centro de Salud Familiar Lomas Coloradas;8;Del Bíobío;08108;San Pedro de la Paz;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118318
18-319;118319;Centro de Salud Familiar San Pedro de La Costa;8;Del Bíobío;08108;San Pedro de la Paz;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118319
18-325;118325;Centro de Salud Familiar Dr. Juan Cartes Arias;8;Del Bíobío;08106;Lota;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118325
18-326;118326;Centro de Salud Familiar Hualqui;8;Del Bíobío;08105;Hualqui;18;Concepción;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118326
18-609;118609;Centro de Salud Familiar Villa Nonguén (Organizaciones sin fines de lucro y ONG);8;Del Bíobío;08101;Concepción;18;Concepción;Consultorio General Urbano;Primario;Primario;Otra Institución;No Autogestionado;NO;No Especialidad;SI;SI;118609
18-600;118600;COSAM de Coronel;8;Del Bíobío;08102;Coronel;18;Concepción;0;Secundario;Secundario;Otra Institución;No Autogestionado;NO;No Especialidad;SI;SI;118600
18-601;118601;COSAM Comunitaria Lota;8;Del Bíobío;08106;Lota;18;Concepción;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;118601
18-904;200339;Centro de Referencia de Salud Municipal;8;Del Bíobío;08101;Concepción;18;Concepción;Centro de Referencia de Salud;Secundario;Secundario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200339
18-010;118010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Concepción);8;Del Bíobío;08101;Concepción;18;Concepción;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;118010
18-100;118100;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);8;Del Bíobío;08101;Concepción;18;Concepción;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;118100
18-105;118105;Hospital San José (Coronel);8;Del Bíobío;08102;Coronel;18;Concepción;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;118105
18-106;118106;Hospital de Lota;8;Del Bíobío;08106;Lota;18;Concepción;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;118106
18-107;118107;Hospital Clorinda Avello (Santa Juana);8;Del Bíobío;08109;Santa Juana;18;Concepción;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;118107
18-108;118108;Hospital San Agustín de Florida;8;Del Bíobío;08104;Florida;18;Concepción;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;118108
18-103;118103;Hospital Traumatológico (Concepción);8;Del Bíobío;08101;Concepción;18;Concepción;Establecimiento Mediana Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;118103
18-400;118400;Posta de Salud Rural Copiulemu;8;Del Bíobío;08104;Florida;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118400
18-401;118401;Posta de Salud Rural Manco;8;Del Bíobío;08104;Florida;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118401
18-402;118402;Posta de Salud Rural Puerto Sur Isla Sta. María;8;Del Bíobío;08102;Coronel;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118402
18-403;118403;Posta de Salud Rural Puerto Norte Isla Sta. María;8;Del Bíobío;08102;Coronel;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118403
18-430;118430;Posta de Salud Rural Talcamávida;8;Del Bíobío;08105;Hualqui;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118430
18-431;118431;Posta de Salud Rural Quilacoya;8;Del Bíobío;08105;Hualqui;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118431
18-432;118432;Posta de Salud Rural La Generala;8;Del Bíobío;08109;Santa Juana;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118432
18-433;118433;Posta de Salud Rural Colico Alto;8;Del Bíobío;08109;Santa Juana;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118433
18-434;118434;Posta de Salud Rural Tanahuillín;8;Del Bíobío;08109;Santa Juana;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118434
18-435;118435;Posta de Salud Rural Chacay (Santa Juana);8;Del Bíobío;08109;Santa Juana;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118435
18-436;118436;Posta de Salud Rural Torre Dorada;8;Del Bíobío;08109;Santa Juana;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118436
18-437;118437;Posta de Salud Rural Purgatorio;8;Del Bíobío;08109;Santa Juana;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118437
18-439;118439;Posta de Salud Rural Granerillos;8;Del Bíobío;08104;Florida;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118439
18-441;118441;Posta de Salud Rural Cancha Los Monteros;8;Del Bíobío;08104;Florida;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118441
18-445;118445;Posta de Salud Rural Roa;8;Del Bíobío;08104;Florida;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118445
18-446;118446;Posta de Salud Rural Patagual;8;Del Bíobío;08102;Coronel;18;Concepción;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;118446
18-952;200052;Centro Comunitario de Salud Familiar Chaimávida;8;Del Bíobío;08101;Concepción;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200052
18-011;118011;PRAIS (S.S Concepción);8;Del Bíobío;08101;Concepción;18;Concepción;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;118011
18-802;118802;SAPU Boca Sur;8;Del Bíobío;08108;San Pedro de la Paz;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118802
18-806;118806;SAR Tucapel;8;Del Bíobío;08101;Concepción;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118806
18-807;118807;SAPU Chiguayante;8;Del Bíobío;08103;Chiguayante;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118807
18-808;118808;SAPU San Pedro de La Paz;8;Del Bíobío;08108;San Pedro de la Paz;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118808
18-809;118809;SAPU Lorenzo Arenas;8;Del Bíobío;08101;Concepción;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118809
18-810;118810;SAPU Juan Soto Fernández;8;Del Bíobío;08101;Concepción;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118810
18-812;118812;SAPU Lagunillas;8;Del Bíobío;08102;Coronel;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118812
18-813;118813;SAPU Yobilo;8;Del Bíobío;08102;Coronel;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118813
18-814;118814;SAPU Leonera;8;Del Bíobío;08103;Chiguayante;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118814
18-817;118817;SAPU Santa Sabina;8;Del Bíobío;08101;Concepción;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118817
18-818;118818;SAPU Loma Colorada;8;Del Bíobío;08108;San Pedro de la Paz;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118818
18-826;118826;SAPU Hualqui;8;Del Bíobío;08105;Hualqui;18;Concepción;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;118826
18-291;118291;Vacunatorio Clínica Universitaria de Concepción;8;Del Bíobío;08112;Hualpén;8;Aconcagua;Vacunatorio;No Aplica;No Aplica;Privado;No Autogestionado;NO;No Especialidad;SI;SI;118291
18-292;118292;Vacunatorio San Pedro de la Paz;8;Del Bíobío;08108;San Pedro de la Paz;8;Aconcagua;Vacunatorio;No Aplica;No Aplica;Privado;No Autogestionado;NO;No Especialidad;SI;SI;118292
05-700;105700;Centro Comunitario de Salud Familiar Villa el Indio;4;De Coquimbo;04101;La Serena;5;Coquimbo;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;105700
05-701;105701;Centro Comunitario de Salud Familiar Villa Alemania;4;De Coquimbo;04101;La Serena;5;Coquimbo;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;105701
05-702;105702;Centro Comunitario de Salud Familiar Lambert;4;De Coquimbo;04101;La Serena;5;Coquimbo;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;105702
