Propuesta de Código;Tipo de LE;Glosa;Especialidad;tipo de Especialidad;Complejidad Nueva;Oncológicas;Edad_Min año;Edad_Max año;Edad_Min días;Edad_Max días
12-02-058;NO GES;Tumor, diatermo y/o crío y/o fotocoagulación de;Oftalmología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
12-02-059;NO GES;Vasculopatía retinal (excepto retinopatía proliferativa) diatermo y/o crío y/o fotocoagulación;Oftalmología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
12-02-060;NO GES;Vitrectomía c/retinotomía (c/s inyección de gas o silicona);Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-061;NO GES;Vitrectomía con inyección de gas o silicona;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-062;NO GES;Vitrectomía con vitreófago (proc. aut);Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-063;NO GES;Cristalino y cuerpo ciliar Catarata Facoéresis intracapsular o catarata secundaria o discisión y aspiración de masas;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-064;NO GES;Facoéresis extracapsular con implante de lente intraocular (no incluye el valor de la prótesis);Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-065;NO GES;Implante secundario de lente intraocular;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-066;NO GES;Cristalino y cuerpo ciliar Catarata Aspiración esferular c/s capsulotomía;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-067;NO GES;Intervención con laser Discisión de cápsula posterior;Oftalmología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
12-02-068;NO GES;Intervención con laser Iridotomía;Oftalmología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
12-02-069;NO GES;Intervención con laser Trabeculoplastía o iridoplastía;Oftalmología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
12-02-070;NO GES;Sinequiotomía (proc. aut.);Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-071;NO GES;Herida o dehiscencia de sutura de párpado, reparación;Oftalmología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
12-02-072;NO GES;Reconstrucción de piso orbitario;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-073;NO GES;Operación triple (injerto, facoéresis e implante de lente intraocular) (no incluye valor de la prótesis);Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-074;NO GES;Hernia de iris y/o fístulas, reparación de;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-075;NO GES;Retinopexia neumática;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-076;NO GES;Extracción o corrección de desplazamiento de lente intraocular;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-077;NO GES;Desprendimiento coroídeo o hemorragia coroídea, trat. quir.;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-078;NO GES;Cirugía fotorrefractiva o fototerapéutica de córnea, cualquier técnica;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-164;NO GES;Facoéresis extracapsular con implante de lente intraocular (incluye el valor de la prótesis);Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-173;NO GES;Operación triple (injerto, facoéresis e implante de lente intraocular) (incluye valor de la prótesis);Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-XXX;NO GES;CIRUGIA OFTALMOLOGICA;Oftalmología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-002;NO GES;Cuerpo extraño en conducto auditivo externo, extracción de, por vía retroauricular;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-003;NO GES;Fístula preauricular complicada, trat. quir.;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-004;NO GES;Tumor benigno, Oído externo trat. quir.;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-005;NO GES;Tumor maligno, oído externo trat. quir.;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica Oncológica;;;;
13-02-006;NO GES;Oído medio Estapedectomía;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-007;NO GES;Oído medio Mastoidectomía c/s sección cuerda del tímpano;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-008;NO GES;Mucositis timpánica o mixiosis uni o bilateral del Oído Medio trat. quir.;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-009;NO GES;Operación radical del oído c/s sección cuerda del tímpano;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-010;NO GES;Oído medio Petrositis, trat. quir.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-011;NO GES;Reconstitución funcional de oído radicalizado;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-012;NO GES;Timpanoplastía funcional medio medio (cualquier tipo) c/s mastoidectomía;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-013;NO GES;Oído medio y externo Agenesia o estenosis, reconstitución plástica;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-014;NO GES;Oído medio y externo Exostosis, resección retro o endoaural;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-015;NO GES;Oido medio Neurectomía de Jacobson;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-016;NO GES;Reconstitución de conducto auditivo externo, c/s tímpanoplastía (incluye revisión de cadena osicular);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-017;NO GES;Tumor glómico Oído medio , trat. quir.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-018;NO GES;Oído interno y nervio acústico Laberintectomía;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-019;NO GES;Neurinoma del acústico, trat. quir. vía translaberíntica y/o fosa media;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-020;NO GES;Descompresión intraósea c/s plastía Nervio facial;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-021;NO GES;Lesiones a nivel del conducto auditivo interno, Nervio facial trat. quir.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-022;NO GES;Biopsia buco-faríngea (proc. aut.);Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-023;NO GES;Sección simple y/o resección frenillo sublingual;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-024;NO GES;Absceso o Flegmon Piso de la boca;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-025;NO GES;Absceso o Flegmon Periamigdaliano;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-026;NO GES;Absceso o Flegmon Retrofaríngeo o faringolaríngeo;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-028;NO GES;Absceso o Flegmon Adenoidectomía (proc. aut.);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-029;NO GES;Amigdalectomía c/s adenoidectomía, uni o bilateral;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-030;NO GES;Cálculos salivales, trat. quir.;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-031;NO GES;Tumor benigno de la mucosa bucal,  extirp. c/s  biopsia bucofaríngea;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-032;NO GES;Tumor maligno de las amígdalas, trat. quir.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
13-02-033;NO GES;Tumor base lengua, extirpación de:benigno;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-034;NO GES;Tumor base lengua- Maligno, c/s disección radical cuello;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
13-02-035;NO GES;Faringoplastía (cualq. técn.), c/s desplazamiento de colgajos;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-036;NO GES;Fibroangioma del rinofarinx, trat. quir.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-037;NO GES;Glosectomía total c/s disección radical de cuello (operación de Trotter o similar);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-038;NO GES;Abscesos y hematoma del tabique nasal, trat. quir.;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-039;NO GES;Naríz , senos paranasales y vías lagrimales Arteria esfenopalatina, cauterización por vía nasal;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-040;NO GES;Naríz , senos paranasales y vías lagrimales Arteria maxilar interna, ligadura de (por vía transmaxilar);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-041;NO GES;Naríz , senos paranasales y vías lagrimales Arterias etmoidales anteriores, ligadura de;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-042;NO GES;Turbinectomía o electrocauterización de cornetes;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-043;NO GES;Conducto y/o seno lagrimal, obstrucción del, trat. quir. por vía nasal;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-044;NO GES;Etmoidectomía endo o exonasal;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-045;NO GES;Fístula buco-sinusal, trat. quir.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-046;NO GES;Fractura Nasal reciente, cerrada o expuesta, reducc. c/s yeso;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-047;NO GES;Naríz , senos paranasales y vías lagrimales Nervio vidiano, sección del (por cualquier vía);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-048;NO GES;Perforación del tabique nasal , trat. quir.;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-049;NO GES;Pólipo nasal y/o coanal, trat. quir.;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-050;NO GES;Rinitis atrófica, trat. por inclusión submucosa, con cualquier material, uni o bilateral;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-051;NO GES;Rinofima, trat. quir.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-052;NO GES;Rinoplastía y/o septoplastía, cualquier técnica;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-053;NO GES;Naríz , senos paranasales y vías lagrimales Seno esfenoidal, abertura (vía transetmoidal o transeptal);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-054;NO GES;Naríz , senos paranasales y vías lagrimales Seno frontal, trat. quir. c/s vaciamiento etmoidal;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-055;NO GES;Naríz , senos paranasales y vías lagrimales Seno maxilar, antrostomía c/s etmoidectomía ( operación de Cadwell Luc y sim.);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-056;NO GES;Sinequia nasal, trat. quir.;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-057;NO GES;Tumor nasal, extirp. por rinotomía lateral;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-058;NO GES;Vaciamiento etmoidal por vía nasal c/s polipectomía;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-059;NO GES;Laringe y Traquea Aritenoidectomía vía endoscópica;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-060;NO GES;Laringe y Traqueam Aritenoidectomía vía externa;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-061;NO GES;Decorticación de cuerdas vocales c/microscopio;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-062;NO GES;Cuerdas vocales, tum. Benig.- Por laringotomía;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-063;NO GES;Cuerdas vocales, tum. Benig.- Por vía endoscópica;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-064;NO GES;Cordectomía laríngea o sinequia cuerdas vocales por vía ext.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-065;NO GES;Estenosis laringotraqueales y/o faríngeas, trat. quir.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-066;NO GES;Laringectomía parcial o subtotal (cualquier técnica);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-067;NO GES;Laringectomía total más faringectomía parcial;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-068;NO GES;Laringectomía total más faringectomía total y/o esofagectomía cervical;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-069;NO GES;Laringocele, trat. quir.;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-070;NO GES;Papilomas laríngeos, trat. quir. (por sesión);Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-071;NO GES;Parálisis de cuerdas vocales, trat. quir. cualquier técnica;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-072;NO GES;Traqueostomía (proc. aut.);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-073;NO GES;Estenosis laringotraqueales y faríngeas, tra. Quir. Por vía endoscópica;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-XXX;NO GES;CIRUGIA OTORRINOLARINGOLOGICA;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
14-02-001;NO GES;Tiroidectomia Bilateral Total;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-002;NO GES;Tiroidectomia Bilateral Subtotal;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-003;NO GES;Bocio intratorácico, trat. quir. por esternotomía;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-004;NO GES;Tiroides lingual, trat. quir. (op. de Trotter o similar);Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-005;NO GES;Lobectomía con o sin istmectomía o resección parcial;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-006;NO GES;Tiroidectomía total ampliada con disección radical o modificada de cuello uni o bilateral;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-007;NO GES;Autoinjerto de paratiroides (operación asociada a algunas de las prestaciones posteriores);Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-008;NO GES;Explor. cervical mas esternotomía por hiperparatiroidismo;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-009;NO GES;Paratiroides, exploración cervical por hiperparatiroidismo;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-010;NO GES;Paratiroides, reintervención por hiperparatiroidismo;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-011;NO GES;Parotidectomia parcial (suprafacial);Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
14-02-012;NO GES;Partidectomia total;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
14-02-013;NO GES;Parotidectomia total ampliada (incluye musculos, ganglios, articulaciones;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
14-02-014;NO GES;Totalización de parotidectomia parcial previa;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
14-02-015;NO GES;Sub-mandibulectomía ampliada (incluye piso de la boca, mandíbula, músculos, ganglios y articulaciones);Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
14-02-016;NO GES;Sub-mandibulectomía;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
14-02-017;NO GES;Extirpación sublingual;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
14-02-018;NO GES;Extirpación sub lingual ampliada (incluye piso de boca, arco mandibular, músculos, ganglios y articulaciones);Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica Oncológica;;;;
14-02-019;NO GES;Absceso parotídeo, sub-maxilar y/o cervical profundo, trat. quir.;Cirugía de Cabeza y Cuello;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
14-02-020;NO GES;Conductos salivales de excreción, reimplantación oro-faríngea;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
14-02-021;NO GES;Fístula salival, trat. quir.;Cirugía de Cabeza y Cuello;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
14-02-022;NO GES;Mucocele o quiste labial, trat. quir.;Cirugía de Cabeza y Cuello;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
14-02-023;NO GES;Tortícolis congénita, trat. quir.;Cirugía de Cabeza y Cuello;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
