Código;Prestación;COD;Tipo de lista;Vigencia Entrada;Vigencia Salida;Nombre Tipo de Procedimiento;Especialidad;Edad_Min año;Edad_Max año;tipo de Especialidad
17-03-059;Cirugías Cardíacas Sinequias Pericárdicas, Trat. Quir. ( Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-03-060;Cirugías Cardíacas Sin Circulación Extracorpórea;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-03-061;Con Circulación Extracorporea De Compl. Mayor: Incluye Reempl. Valv. Múl, Tres O Más Ptes Aortoc. Y/O Anast. Con Art. Mamaria, Correc. Card. Cong. Compl. (Por Ej.: Fallot, Atresia Tric, Doble Salida Del Vent. Der, Transp. Grandes Vasos, Vent. Único O Sim.)...;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-03-062;Con Circulación Extracorporea De Complejidad Mediana: Incluye Comunicación Interventricular, Reemplazo Univalvular, Uno O Dos Puentes Aortocoronarios, Aneurisma Ventricular, Corrección De Wolf-Parkinson White Y Otras Arritmias;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-03-063;Con Circulación Extracorporea De Complejidad Menor: Incluye Comunicación Interauricular Simple, Estenosis Pulmonar Valvular, Estenosis Mitral O Similar;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-03-148;Cambio De Generador De Marcapaso (Incluye El Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-03-153;Implantación De Marcapaso C/Electrod. Intraven. O Epicárdico (Incluye El Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-001;Cirugía Del Opérculo Torácico;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-002;Cirugía Tórax Abierto Traumático Y/O Fijación Tórax Volante, Osteosíntesis Costales Múltiples Y De Esternón (No Incluye El Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-003;Cirugía De Torax Fenestración O Toracoplastía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-004;Cirugía De Torax Reparación Pectum Excavatum O Carinatum, (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-005;Cirugía De Torax Resección De Costillas Y/O Pared Costal Y/O Cartílago Y/O Esternón S/Plastía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-006;Cirugía De Torax Resección De Pared Costal C/Plastía (Toracoplastía Osteoplástica De York O Similar);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-007;Toracofrenolaparatomía Exploradora C/S Reparación Vísceras Torácicas Y Abdominales;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-008;Toracofrenotomía Exploradora;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-009;Toracotomía Exploradora, C/S Biopsia, C/S Debridación, C/S Drenaje;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-010;Toracotomía Mínima C/S Resección Costal, C/S Biopsia, C/S Drenaje;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-011;Mediastinotomía Exploradora Ant. O Post. C/S Biopsia Proc. Aut;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-012;Drenaje Quirurgico. De Mediastino-Vía Cervical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-013;Drenaje Quirúrgico. De Mediastino-Vía Torácica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-014;Timectomía:Vía Cervical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-015;Timectomía:Vía Torácica Medioesternal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-016;Cirugía Mediastino Conducto Torácico, Ligadura Quirúrgica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-017;Cirugía Mediastino Tumores O Quistes De Mediastino (Anterior O Posterior) Trat. Quir. C/S Disección Ganglionar;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-018;Cirugía Del Diafragma Con Cirugía De Vísceras Abdominales O Torácicas;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-019;Cirugía Diafragma Heridas Traumáticas, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-020;Hernioplastía Diafragmática Por Vía Torácica C/ Prótesis (No Incluye Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-021;Hernioplastía Diafragmática Por Vía Torácica, Sin Prótesis;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-022;Cirugía Del Diafragma Tumores, Malformaciones O Quistes Del Diafragma (No Incluye Valor De La Prótesis) Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-023;Cuerpo Extraño Pleural, Extrac. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-024;Decorticación Pleuropulmonar (Pleurectomía Parcial O Total);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-025;Pleurodesis Por Pleurotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-026;Pleurodesis Por Toracotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-027;Pleurotomía Única O Doble C/S Biopsia Con Trócar;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-028;Tumores Pleurales, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-029;Broncotomía O Traqueobroncotomía Exploradora O Terapéutica Por Toracotomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-030;Cirugía Ruptura Traqueobronquial O Tratamiento Quirúrgico Fístula Postneumonectomía Por Esternotomía Media;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-031;Plastía De Tráquea Y/O Bronquios C/S Resección, C/S Prótesis (No Incluye El Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-032;Tratamiento Quirúrgico Fístula Bronquial Por Toracotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-033;Tumores Traqueales, Extirpación;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-034;Absceso Pulmonar, Drenaje Por Toracotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-035;Biopsia Pulmonar Por Toracotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-036;Bulas, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-037;Cirugía De Quiste Hidatídico Sin Resección Pulmonar;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-038;Cuerpo Extraño Intrapulmonar, Extirp. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-039;Heridas De Pulmón, Trat. Quir. (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-040;Cirugía Del Pulmón Lobectomía O Bilobectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-041;Cirugía Del Pulmón Metástasis Bilateral, Trat. Quir. Por Esternotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-042;Cirugía Del Pulmón Metástasis Unilateral;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-043;Neumonectomía C/S Resección De Pared Costal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-044;Neumostomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-045;Cirugía Del Pulmón Quistectomía Simple;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-046;Cirugía Del Pulmón Resecciones Segmentarias;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-047;Esofago Resecciones Segmentariasvía Cervical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-048;Esófago Resecciones Segmentariasvía Torácica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-049;Esofagostomía Cervical (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-050;Tumores Benignos Y/O Quistes. Trat. Quir.Vía Cervical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-051;Tumores Benignos Y/O Quistes. Trat. Quir.Vía Torácica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-052;Divertículos, Trat. Quir.Vía Cervical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-053;Divertículos, Trat. Quir.Vía Torácica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-054;Achalasia, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-055;Atresia Esofágica, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-056;Esofagectomía Con Restitución Del Tránsito Mediante Estómago O Intestino, Parcial O Total;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-057;Esofagectomía Total Con Esofagostomía, Gastrostomía Y Yeyunostomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-058;Esofagogastrectomía Proximal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-059;Prótesis O Tubo Endoesofágico, Colocación De (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-060;Reconstitución De Tránsito En Segundo Tiempo (Estómago O Intestino) De Operación Cód. 17-04-057;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-061;Sutura Herida O Perforación Esófago Cervical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-062;Sutura Herida O Perforación Esófago Torácico;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-063;Várices, Ligadura Directa;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-04-064;Frenoparálisis Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Cardiovascular;0;150;Médica
17-07-021;Laringotraqueobroncoscopía Con Fibroscopio;4;Intervención Quirúrgica;31-12-2008;31-12-2024;PROCEDIM.CARDIOLOGIA, NEUMOLOG., CARDIOVASC. Y TORAX;Cirugía De Tórax;0;150;Médica
17-07-023;Mediastinoscopia C/S Biopsia;4;Intervención Quirúrgica;31-12-2008;31-12-2024;PROCEDIM.CARDIOLOGIA, NEUMOLOG., CARDIOVASC. Y TORAX;Cirugía De Tórax;0;150;Médica
17-07-024;Pleuroscopia (Toracoscopia) C/S Biopsia;4;Intervención Quirúrgica;31-12-2008;31-12-2024;PROCEDIM.CARDIOLOGIA, NEUMOLOG., CARDIOVASC. Y TORAX;Cirugía De Tórax;0;150;Médica
17-07-027;Broncoaspiración, C/S Lavado Y/O Colocación De Medicamentos Por Sonda Traqueobronquial (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2024;PROCEDIM.CARDIOLOGIA, NEUMOLOG., CARDIOVASC. Y TORAX;Cirugía De Tórax;0;150;Médica
17-07-034;Cuerpo Extraño De Bronquio, Extracción Por Vía Endoscópica (Incluye La Endoscopia);4;Intervención Quirúrgica;31-12-2008;31-12-2024;PROCEDIM.CARDIOLOGIA, NEUMOLOG., CARDIOVASC. Y TORAX;Cirugía De Tórax;0;150;Médica
18-02-001;Hernia Diafragmatica Por Via Abdominal O Cualquiera Otra Hernia;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-002;Hernia Incisional O Evisceración Post-Op. Sin Resección Intestinal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-003;Hernia Inguinal, Crural, Umbilical, De La Línea Blanca O Similares, Recidivada O No, Simple O Estrangulada S/Resección Intest. C/U;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-004;Laparotomía Exploradora, C/S Liberación De Adherencias, C/S Drenaje, C/S Biopsias Como Proc. Aut. O Como Resultado De Una Herida Penetrante Abdominal No Complicada O De Un Emoperitoneo Postoperatorio ...;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-005;Onfalocele (Hasta 5 Cms.), Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-006;Onfalocele (Mas De 5 Cms.), Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-007;Peritonitis Difusa Aguda, Trat. Quir. (Proc. Aut.) ;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-008;Tumor Y/O Quiste, Trat. Quir..Peritoneal (Parietal);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-009;Tumor Y/O Quiste, Trat. Quir.:Retroperitoneal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-010;Antrectomía Y Vagotomía Troncular O Selectiva (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-011;Desgastrectomía Y Neoanastomosis, C/S Vaguectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-012;Gastroenteroanastomosis, Cualquier Técnica. (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-013;Gastrosquisis;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-014;Gastrotomía Y/O Gastrostomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-015;Perforación Gástrica Aguda, Trat. Quir. (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-016;Piloroplastía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-017;Gastrectomía Sub-Total Distal:Con Disección Ganglionar;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-018;Gastrectomía Sub-Total Distal:Sin Disección Ganglionar;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-019;Dumping Y/O Síndrome Asa Aferente, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-020;Gastrectomía Sub-Total Con Vagotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-021;Gastrectomía Sub-Total Proximal Con Esófago-Gastro-Anastomosis U Otra Derivación;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-022;Gastrectomía Total;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-023;Gastrectomía Total O Sub-Total Ampliada (Incluye Esplenectomía Y Pancreatectomía Corporocaudal Y Disección Ganglionar);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-024;Gastropexia Y/U Otra Cirugía Antirreflujo, C/S Vagotomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-025;Vagotomía Selectiva Y Superselectiva C/S Dren. Gástrico, C/S Piloroplastía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-026;Absceso Hepático, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-027;Colangioenteroanastomosis Intrahepática;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-028;Colecistectomía C/S Colangiografía Operatoria;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-029;Colecistectomía Y Coledocostomía (Sonda T Y Colangiografía Postoperatoria) C/S Colangiografía Operatoria;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-030;Colecistogastroanastomosis O Colecistoenteroanastomosis;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-031;Colecistostomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-032;Colédoco O Hepatoenteroanastomosis;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-033;Coledocostomía Supraduodenal O Hepaticostomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-034;Colocación De Válvula Peritoneoyugular Derivativa De Ascitis;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-035;Desconexión Acigoportal Con Transección Esofágica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-036;Desconexión Ácigoportal Sin Transección Esofágica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-037;Drenaje Vía Biliar Transhepático;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-038;Esfinteroplastía Transduodenal, (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-039;Hepatectomía Segmentaria (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-040;Herida Traumática De Hígado Y/O Vía Biliar, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-041;Lobectomía Hepática (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-042;Quiste Hidatídico, Único O Múltiple, Y/O Cistoyeyunoanastomosis, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-043;Abscesos, Quistes, Pseudoquistes O Similares, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-044;Heridas, Traumatismos, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-045;Pancreatectomía Parcial;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-046;Pancreatectomía Total C/S Esplenectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-047;Pancreatoduodenectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-048;Secuestrectomía En Pancreatitis Aguda;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-049;Autoimplante De Bazo (Incluye Esplenectomía);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-050;Esplenectomía Total O Parcial (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-051;Operación De Etapificación (Incluye Esplenectomía, Biopsias Hepáticas, De Ganglios Abdominales Y De Cresta Ilíaca);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-052;Sutura Esplénica (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-053;Apendicectomía Y/O Dren. Absceso Apendicular (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-054;Cierre De Colostomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-055;Colostomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-056;Colostomía, Complicaciones Tardías, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-057;Divertículo De Meckel, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-058;Entero-Enteroanastomosis O Enterocoloanastomosis (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-059;Enterotomía O Enterostomía (Yeyunostomía U Otra) (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-060;Ileostomía Terminal O En Asa (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-061;Invaginación Intestinal, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-062;Persistencia Conducto Onfalomesentérico, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-063;Quiste Uraco, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-065;Oclusión Intestinal, Trat. Quir.:Con Resección;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-066;Oclusión Intestinal, Trat. Quir.:Sin Resección;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-067;Colectomía Parcial O Hemicolectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
