CODIGO;Base REM;Tipo de Prestación;Código SIGTE;NOMBRE;Especialidad;Complejidad Nueva;Temporabilidad;Vigencia Entrada;Vigencia Salida
2004014;SI;4;20-04-014;Cirugía quiste o tumor benigno del ovario laparoscópico, neonatal;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2004015;SI;4;20-04-015;Tratamiento quirúrgico abierto del quiste paraovárico o del ligamento ancho, neonatal;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2004016;SI;4;20-04-016;Tratamiento quirúrgico laparoscópico del quiste paraovárico o del ligamento ancho, laparoscópico, neonatal;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2004017;SI;4;20-04-017;Tratamiento quirúrgico de himen imperforado, paciente pediátrico;Ginecología y Obstetricia;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2104203;SI;4;21-04-203;Tratamiento quir., dedos en gatillo, cualquier número téc. WALANT (anestesia local sin torniquete);Traumatología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2104232;SI;4;21-04-232;Punción discal diagnóstica o terapéutica;Traumatología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2104233;SI;4;21-04-233;Biopsia vertebral abierta;Traumatología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2104234;SI;4;21-04-234;Resección parcial de sacro distal y coxis;Traumatología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2104235;SI;4;21-04-235;Resección parcial de sacro proximal;Traumatología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2104236;SI;4;21-04-236;Teratoma sacrococcigeo;Traumatología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2104237;SI;4;21-04-237;Teratoma sacrococcigeo intra y extrapelviano;Traumatología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705001;SI;4;27-05-001;Cirugía bucal;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705002;SI;4;27-05-002;Cirugía de enfermedad periodontal (por grupo);Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705003;SI;4;27-05-003;Corticotomía;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705004;SI;4;27-05-004;Disyunción palatina quirúrgica;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705005;SI;4;27-05-005;Extirpación de pseudoquistes, quistes y tumores;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705006;SI;4;27-05-006;Glosectomías;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705007;SI;4;27-05-007;Implante endodóntico intraóseo;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705008;SI;4;27-05-008;Implantes subperiósticos;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705009;SI;4;27-05-009;Exodoncia de dientes retenidos;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705010;SI;4;27-05-010;Exodoncia de tercer molar con osteotomía ;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705011;SI;4;27-05-011;Injertos en boca;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705012;SI;4;27-05-012;Elevación de piso del seno maxilar;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705013;SI;4;27-05-013;Plastía de fístula salival;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705014;SI;4;27-05-014;Preparación quirúrgica de los maxilares con fines protésicos;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705015;SI;4;27-05-015;Profundización de vestíbulo o reconstrucción de rebordes, con o sin injerto;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705016;SI;4;27-05-016;Reimplante y trasplante dentario;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705017;SI;4;27-05-017;Remoción de cuerpo extraño y secuestrectomía;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705018;SI;4;27-05-018;Sutura completa de herida mayor;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705019;SI;4;27-05-019;Sutura completa de herida menor;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705020;SI;4;27-05-020;Sutura simple de herida;Odontología;Cirugía Menor;Nueva;01-01-2021;31-12-2050
2705021;SI;4;27-05-021;Tratamiento quirúrgico fracturas maxilar superior;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705022;SI;4;27-05-022;Tratamiento quirúrgico de fracturas en maxilar inferior;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705025;SI;4;27-05-025;Implante oseointegrado;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
2705026;SI;4;27-05-026;Pilar Protésico sobre Implantes;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
01012553;REM BS;4;238506;Sutura intraoral ;Odontología;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01012554;REM BS;4;238871;Tratamiento quirúrgico pseudoquiste y quiste odontológico ;Odontología;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01012555;REM BS;4;239236;Tratamiento quirúrgico tumor odontológico ;Odontología;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
5099022;REM BS;4;50-99-022;Frenectomia ;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
5099023;REM BS;4;50-99-023;Fenestracion;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
5099024;REM BS;4;50-99-024;Drenaje Abceso intra-extroral;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
5099025;REM BS;4;50-99-025;Cirugía preprotesica ;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
5099056;REM BS;4;50-99-056;Desobturacion de conductos ;Odontología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
01012561;REM BS;4;241428;Cirugía ortognática;Odontología;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01012426;REM BS;4;192120;Sinoviortesis en paciente hemofílico ;Traumatología;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01012427;REM BS;4;192485;Otras cirugías periarticulares hemofilicos ;Traumatología;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01012428;REM BS;4;192850;Amputaciones pie diabético;Traumatología;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01012429;REM BS;4;193216;Amputación de ortejo(s) por pie diabético ;Traumatología;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01012430;REM BS;4;193581;Amputación de pie completo por pie diabético ;Traumatología;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
5099191;REM BS;4;50-99-191;Extirpación de Pterigión con injerto corneal;Oftalmología;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
5099006;REM BS;4;50-99-006;Cirugía bariátrica con banda gástrica ajustable (Banding);Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
5099007;REM BS;4;50-99-007;Cirugía bariátrica con Balón Intragástrico;Cirugía Digestiva;Cirugía Mayor;Nueva;01-01-2021;31-12-2050
01011754;REM BS;4;01-01-1754;Instalación de ECMO adulto (cirugía);Cardiovascular;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01011755;REM BS;4;01-01-1755;Instalación de ECMO Pediátrico (cirugía);Cardiovascular;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01011757;REM BS;4;10-11-757;Implantación Resincronizador (No Incluye Electrodos);Cardiovascular;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01011760;REM BS;4;01-01-1760;Implante marcapaso DDD con resincronización cardiaca;Cardiovascular;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01011761;REM BS;4;01-01-1761;Implante marcapaso VVI con resincronisador cardiaco;Cardiovascular;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01011762;REM BS;4;01-01-1762;Recambio Desfibrilador Cardiaco Bicameral;Cardiovascular;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01011763;REM BS;4;01-01-1763;Reposicion electrodo Auricular ;Cardiovascular;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01011764;REM BS;4;01-01-1764;Reposiciones parciales equipo marcapaso ;Cardiovascular;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
01011983;REM BS;4;30317;Cierre de fistula de esófago-colon-gástrica  cirugía;Cirugía Abdominal;Cirugía Mayor;Pendiente;01-01-2021;31-12-2050
